rank, configurations,google pixel format, model format, energy_efficiency estimated
2689,110000-1-0,[1- 1- 0- 0- 0- 0- 1- 0],0-1-1-0-0-0-0-1-0,9836354380.132277
2690,110000-0-3,[1- 1- 0- 0- 0- 0- 0- 3],0-1-1-0-0-0-0-0-3,9824812737.084023
2691,220000-0-3,[2- 2- 0- 0- 0- 0- 0- 3],1-1-1-0-0-0-0-0-3,9816272009.119572
2692,003030-0-2,[0- 0- 3- 0- 3- 0- 0- 2],2-0-0-1-0-1-0-0-2,9801268984.922752
2693,003003-0-1,[0- 0- 3- 0- 0- 3- 0- 1],2-0-0-1-0-0-1-0-1,9795476891.067305
2694,033300-0-3,[0- 3- 3- 3- 0- 0- 0- 3],2-0-1-1-1-0-0-0-3,9793115613.240215
2695,002220-0-1,[0- 0- 2- 2- 2- 0- 0- 1],1-0-0-1-1-1-0-0-1,9791083193.335976
2696,100001-0-3,[1- 0- 0- 0- 0- 1- 0- 3],0-1-0-0-0-0-1-0-3,9789640890.40402
2697,000300-2-0,[0- 0- 0- 3- 0- 0- 2- 0],2-0-0-0-1-0-0-2-0,9785018440.043653
2698,100101-0-1,[1- 0- 0- 1- 0- 1- 0- 1],0-1-0-0-1-0-1-0-1,9774388982.149792
2699,033033-0-0,[0- 3- 3- 0- 3- 3- 0- 0],2-0-1-1-0-1-1-0-0,9771712280.943218
2700,202020-1-0,[2- 0- 2- 0- 2- 0- 1- 0],1-1-0-1-0-1-0-1-0,9770870079.60091
2701,330000-0-3,[3- 3- 0- 0- 0- 0- 0- 3],2-1-1-0-0-0-0-0-3,9770678310.082771
2702,010001-0-1,[0- 1- 0- 0- 0- 1- 0- 1],0-0-1-0-0-0-1-0-1,9763014852.959757
2703,100100-0-3,[1- 0- 0- 1- 0- 0- 0- 3],0-1-0-0-1-0-0-0-3,9762048189.304976
2704,303033-0-0,[3- 0- 3- 0- 3- 3- 0- 0],2-1-0-1-0-1-1-0-0,9759831628.20367
2705,030030-0-3,[0- 3- 0- 0- 3- 0- 0- 3],2-0-1-0-0-1-0-0-3,9753650955.084625
2706,011000-0-3,[0- 1- 1- 0- 0- 0- 0- 3],0-0-1-1-0-0-0-0-3,9746488100.7192
2707,300000-0-2,[3- 0- 0- 0- 0- 0- 0- 2],2-1-0-0-0-0-0-0-2,9743153806.421146
2708,022000-1-0,[0- 2- 2- 0- 0- 0- 1- 0],1-0-1-1-0-0-0-1-0,9726058235.100658
2709,000033-0-1,[0- 0- 0- 0- 3- 3- 0- 1],2-0-0-0-0-1-1-0-1,9723437545.434904
2710,300030-0-3,[3- 0- 0- 0- 3- 0- 0- 3],2-1-0-0-0-1-0-0-3,9707780631.803709
2711,000200-0-2,[0- 0- 0- 2- 0- 0- 0- 2],1-0-0-0-1-0-0-0-2,9704563560.335976
2712,000330-0-3,[0- 0- 0- 3- 3- 0- 0- 3],2-0-0-0-1-1-0-0-3,9691426768.549208
2713,000000-3-0,[0- 0- 0- 0- 0- 0- 3- 0],0-0-0-0-0-0-0-3-0,9687963778.679188
2714,100011-1-0,[1- 0- 0- 0- 1- 1- 1- 0],0-1-0-0-0-1-1-1-0,9679298488.884731
2715,033000-0-1,[0- 3- 3- 0- 0- 0- 0- 1],2-0-1-1-0-0-0-0-1,9670353890.827082
2716,003030-0-3,[0- 0- 3- 0- 3- 0- 0- 3],2-0-0-1-0-1-0-0-3,9669686768.928328
2717,001011-1-0,[0- 0- 1- 0- 1- 1- 1- 0],0-0-0-1-0-1-1-1-0,9667656111.64709
2718,303300-0-3,[3- 0- 3- 3- 0- 0- 0- 3],2-1-0-1-1-0-0-0-3,9665505166.137733
2719,003300-0-2,[0- 0- 3- 3- 0- 0- 0- 2],2-0-0-1-1-0-0-0-2,9639774679.37516
2720,002000-0-2,[0- 0- 2- 0- 0- 0- 0- 2],1-0-0-1-0-0-0-0-2,9636623437.507042
2721,303000-0-1,[3- 0- 3- 0- 0- 0- 0- 1],2-1-0-1-0-0-0-0-1,9635871896.993483
2722,100101-1-0,[1- 0- 0- 1- 0- 1- 1- 0],0-1-0-0-1-0-1-1-0,9630175245.806042
2723,111000-0-3,[1- 1- 1- 0- 0- 0- 0- 3],0-1-1-1-0-0-0-0-3,9608581858.083218
2724,000303-1-0,[0- 0- 0- 3- 0- 3- 1- 0],2-0-0-0-1-0-1-1-0,9593104536.607872
2725,101001-0-3,[1- 0- 1- 0- 0- 1- 0- 3],0-1-0-1-0-0-1-0-3,9589567035.287888
2726,100011-0-1,[1- 0- 0- 0- 1- 1- 0- 1],0-1-0-0-0-1-1-0-1,9586393764.958858
2727,030000-0-2,[0- 3- 0- 0- 0- 0- 0- 2],2-0-1-0-0-0-0-0-2,9573327174.194035
2728,000003-0-3,[0- 0- 0- 0- 0- 3- 0- 3],2-0-0-0-0-0-1-0-3,9562275712.123539
2729,000303-0-1,[0- 0- 0- 3- 0- 3- 0- 1],2-0-0-0-1-0-1-0-1,9562194680.719831
2730,101001-0-1,[1- 0- 1- 0- 0- 1- 0- 1],0-1-0-1-0-0-1-0-1,9550445027.838009
2731,020220-0-1,[0- 2- 0- 2- 2- 0- 0- 1],1-0-1-0-1-1-0-0-1,9546795767.616697
2732,101001-1-0,[1- 0- 1- 0- 0- 1- 1- 0],0-1-0-1-0-0-1-1-0,9546159635.64822
2733,202202-0-0,[2- 0- 2- 2- 0- 2- 0- 0],1-1-0-1-1-0-1-0-0,9539265821.485188
2734,002220-1-0,[0- 0- 2- 2- 2- 0- 1- 0],1-0-0-1-1-1-0-1-0,9533215221.919834
2735,202200-0-3,[2- 0- 2- 2- 0- 0- 0- 3],1-1-0-1-1-0-0-0-3,9527519478.81113
2736,033030-1-0,[0- 3- 3- 0- 3- 0- 1- 0],2-0-1-1-0-1-0-1-0,9523913938.619915
2737,033030-0-1,[0- 3- 3- 0- 3- 0- 0- 1],2-0-1-1-0-1-0-0-1,9515919355.355999
2738,022000-0-3,[0- 2- 2- 0- 0- 0- 0- 3],1-0-1-1-0-0-0-0-3,9515738456.988605
2739,202020-0-1,[2- 0- 2- 0- 2- 0- 0- 1],1-1-0-1-0-1-0-0-1,9499293141.61573
2740,020200-0-1,[0- 2- 0- 2- 0- 0- 0- 1],1-0-1-0-1-0-0-0-1,9484656827.687634
2741,222200-0-0,[2- 2- 2- 2- 0- 0- 0- 0],1-1-1-1-1-0-0-0-0,9480679949.819023
2742,101100-0-3,[1- 0- 1- 1- 0- 0- 0- 3],0-1-0-1-1-0-0-0-3,9468856265.433823
2743,033000-1-0,[0- 3- 3- 0- 0- 0- 1- 0],2-0-1-1-0-0-0-1-0,9460790373.100233
2744,020220-1-0,[0- 2- 0- 2- 2- 0- 1- 0],1-0-1-0-1-1-0-1-0,9460455142.45742
2745,010110-0-1,[0- 1- 0- 1- 1- 0- 0- 1],0-0-1-0-1-1-0-0-1,9443610108.097942
2746,001110-1-0,[0- 0- 1- 1- 1- 0- 1- 0],0-0-0-1-1-1-0-1-0,9442896806.071987
2747,101100-1-0,[1- 0- 1- 1- 0- 0- 1- 0],0-1-0-1-1-0-0-1-0,9442400953.872402
2748,303030-0-1,[3- 0- 3- 0- 3- 0- 0- 1],2-1-0-1-0-1-0-0-1,9441802337.81976
2749,001000-0-3,[0- 0- 1- 0- 0- 0- 0- 3],0-0-0-1-0-0-0-0-3,9438866167.276936
2750,200200-0-3,[2- 0- 0- 2- 0- 0- 0- 3],1-1-0-0-1-0-0-0-3,9429967775.794273
2751,002200-0-3,[0- 0- 2- 2- 0- 0- 0- 3],1-0-0-1-1-0-0-0-3,9427112731.098549
2752,100000-0-3,[1- 0- 0- 0- 0- 0- 0- 3],0-1-0-0-0-0-0-0-3,9411510602.051472
2753,202000-1-0,[2- 0- 2- 0- 0- 0- 1- 0],1-1-0-1-0-0-0-1-0,9403527387.626125
2754,020000-0-3,[0- 2- 0- 0- 0- 0- 0- 3],1-0-1-0-0-0-0-0-3,9389802261.205574
2755,200220-1-0,[2- 0- 0- 2- 2- 0- 1- 0],1-1-0-0-1-1-0-1-0,9377832280.483738
2756,001001-0-1,[0- 0- 1- 0- 0- 1- 0- 1],0-0-0-1-0-0-1-0-1,9337522619.17375
2757,000330-0-2,[0- 0- 0- 3- 3- 0- 0- 2],2-0-0-0-1-1-0-0-2,9331434120.19149
2758,000030-0-3,[0- 0- 0- 0- 3- 0- 0- 3],2-0-0-0-0-1-0-0-3,9330500717.10072
2759,300000-1-0,[3- 0- 0- 0- 0- 0- 1- 0],2-1-0-0-0-0-0-1-0,9330267044.89294
2760,000002-0-1,[0- 0- 0- 0- 0- 2- 0- 1],1-0-0-0-0-0-1-0-1,9328442728.158522
2761,000111-1-0,[0- 0- 0- 1- 1- 1- 1- 0],0-0-0-0-1-1-1-1-0,9321170809.605602
2762,101100-0-1,[1- 0- 1- 1- 0- 0- 0- 1],0-1-0-1-1-0-0-0-1,9313801962.700268
2763,030300-0-3,[0- 3- 0- 3- 0- 0- 0- 3],2-0-1-0-1-0-0-0-3,9297365627.391304
2764,000200-0-3,[0- 0- 0- 2- 0- 0- 0- 3],1-0-0-0-1-0-0-0-3,9281160761.27548
2765,033000-0-3,[0- 3- 3- 0- 0- 0- 0- 3],2-0-1-1-0-0-0-0-3,9274034971.218216
2766,020200-1-0,[0- 2- 0- 2- 0- 0- 1- 0],1-0-1-0-1-0-0-1-0,9272694007.347973
2767,303003-0-0,[3- 0- 3- 0- 0- 3- 0- 0],2-1-0-1-0-0-1-0-0,9254064452.022362
2768,000101-0-1,[0- 0- 0- 1- 0- 1- 0- 1],0-0-0-0-1-0-1-0-1,9247424991.655195
2769,011000-1-0,[0- 1- 1- 0- 0- 0- 1- 0],0-0-1-1-0-0-0-1-0,9242072073.03073
2770,010100-0-1,[0- 1- 0- 1- 0- 0- 0- 1],0-0-1-0-1-0-0-0-1,9215749030.403635
2771,101010-1-0,[1- 0- 1- 0- 1- 0- 1- 0],0-1-0-1-0-1-0-1-0,9201810829.825039
2772,200220-0-1,[2- 0- 0- 2- 2- 0- 0- 1],1-1-0-0-1-1-0-0-1,9197878165.368202
2773,300300-1-0,[3- 0- 0- 3- 0- 0- 1- 0],2-1-0-0-1-0-0-1-0,9195328511.482384
2774,300333-0-0,[3- 0- 0- 3- 3- 3- 0- 0],2-1-0-0-1-1-1-0-0,9191545024.236126
2775,000002-1-0,[0- 0- 0- 0- 0- 2- 1- 0],1-0-0-0-0-0-1-1-0,9173882641.277336
2776,111101-0-0,[1- 1- 1- 1- 0- 1- 0- 0],0-1-1-1-1-0-1-0-0,9167533085.151543
2777,010001-1-0,[0- 1- 0- 0- 0- 1- 1- 0],0-0-1-0-0-0-1-1-0,9147272045.160933
2778,200200-1-0,[2- 0- 0- 2- 0- 0- 1- 0],1-1-0-0-1-0-0-1-0,9146953588.100216
2779,111011-0-0,[1- 1- 1- 0- 1- 1- 0- 0],0-1-1-1-0-1-1-0-0,9146117324.181557
2780,001100-0-1,[0- 0- 1- 1- 0- 0- 0- 1],0-0-0-1-1-0-0-0-1,9142578875.738493
2781,202000-0-1,[2- 0- 2- 0- 0- 0- 0- 1],1-1-0-1-0-0-0-0-1,9140832421.943035
2782,100001-0-1,[1- 0- 0- 0- 0- 1- 0- 1],0-1-0-0-0-0-1-0-1,9136217456.539732
2783,300300-0-3,[3- 0- 0- 3- 0- 0- 0- 3],2-1-0-0-1-0-0-0-3,9134367022.365446
2784,101010-0-1,[1- 0- 1- 0- 1- 0- 0- 1],0-1-0-1-0-1-0-0-1,9130738719.489498
2785,020222-0-0,[0- 2- 0- 2- 2- 2- 0- 0],1-0-1-0-1-1-1-0-0,9128265409.66697
2786,002222-0-0,[0- 0- 2- 2- 2- 2- 0- 0],1-0-0-1-1-1-1-0-0,9117728446.525593
2787,000011-0-1,[0- 0- 0- 0- 1- 1- 0- 1],0-0-0-0-0-1-1-0-1,9107902572.434538
2788,022002-0-0,[0- 2- 2- 0- 0- 2- 0- 0],1-0-1-1-0-0-1-0-0,9093700759.694653
2789,100001-1-0,[1- 0- 0- 0- 0- 1- 1- 0],0-1-0-0-0-0-1-1-0,9092169254.716621
2790,033003-0-0,[0- 3- 3- 0- 0- 3- 0- 0],2-0-1-1-0-0-1-0-0,9088376051.522444
2791,010010-0-1,[0- 1- 0- 0- 1- 0- 0- 1],0-0-1-0-0-1-0-0-1,9085809604.826578
2792,303000-0-3,[3- 0- 3- 0- 0- 0- 0- 3],2-1-0-1-0-0-0-0-3,9084244211.064024
2793,020020-0-1,[0- 2- 0- 0- 2- 0- 0- 1],1-0-1-0-0-1-0-0-1,9078013048.987041
2794,010110-1-0,[0- 1- 0- 1- 1- 0- 1- 0],0-0-1-0-1-1-0-1-0,9073427006.977764
2795,000003-1-0,[0- 0- 0- 0- 0- 3- 1- 0],2-0-0-0-0-0-1-1-0,9057726985.675716
2796,100110-1-0,[1- 0- 0- 1- 1- 0- 1- 0],0-1-0-0-1-1-0-1-0,9048010706.630825
2797,011111-0-0,[0- 1- 1- 1- 1- 1- 0- 0],0-0-1-1-1-1-1-0-0,9047438611.348167
2798,001010-0-1,[0- 0- 1- 0- 1- 0- 0- 1],0-0-0-1-0-1-0-0-1,9046219978.703627
2799,000030-0-2,[0- 0- 0- 0- 3- 0- 0- 2],2-0-0-0-0-1-0-0-2,9046078025.532566
2800,202022-0-0,[2- 0- 2- 0- 2- 2- 0- 0],1-1-0-1-0-1-1-0-0,9036454162.48447
2801,100110-0-1,[1- 0- 0- 1- 1- 0- 0- 1],0-1-0-0-1-1-0-0-1,9034404139.94273
2802,300030-1-0,[3- 0- 0- 0- 3- 0- 1- 0],2-1-0-0-0-1-0-1-0,9025173957.986076
2803,222000-0-0,[2- 2- 2- 0- 0- 0- 0- 0],1-1-1-1-0-0-0-0-0,9015647494.798885
2804,020000-0-1,[0- 2- 0- 0- 0- 0- 0- 1],1-0-1-0-0-0-0-0-1,9011956602.655863
2805,200020-1-0,[2- 0- 0- 0- 2- 0- 1- 0],1-1-0-0-0-1-0-1-0,9011449805.38934
2806,003000-0-2,[0- 0- 3- 0- 0- 0- 0- 2],2-0-0-1-0-0-0-0-2,9007862696.981327
2807,200200-0-1,[2- 0- 0- 2- 0- 0- 0- 1],1-1-0-0-1-0-0-0-1,8994846537.147305
2808,002200-0-1,[0- 0- 2- 2- 0- 0- 0- 1],1-0-0-1-1-0-0-0-1,8994191614.126522
2809,020020-1-0,[0- 2- 0- 0- 2- 0- 1- 0],1-0-1-0-0-1-0-1-0,8985953199.799206
2810,003300-0-3,[0- 0- 3- 3- 0- 0- 0- 3],2-0-0-1-1-0-0-0-3,8978881460.873518
2811,300330-1-0,[3- 0- 0- 3- 3- 0- 1- 0],2-1-0-0-1-1-0-1-0,8965370320.310177
2812,003333-0-0,[0- 0- 3- 3- 3- 3- 0- 0],2-0-0-1-1-1-1-0-0,8947291954.097256
2813,200000-0-3,[2- 0- 0- 0- 0- 0- 0- 3],1-1-0-0-0-0-0-0-3,8939391732.057234
2814,300300-0-1,[3- 0- 0- 3- 0- 0- 0- 1],2-1-0-0-1-0-0-0-1,8922493933.79814
2815,222220-0-0,[2- 2- 2- 2- 2- 0- 0- 0],1-1-1-1-1-1-0-0-0,8919568577.899899
2816,010000-0-1,[0- 1- 0- 0- 0- 0- 0- 1],0-0-1-0-0-0-0-0-1,8918550372.186409
2817,030333-0-0,[0- 3- 0- 3- 3- 3- 0- 0],2-0-1-0-1-1-1-0-0,8916867981.162457
2818,200000-1-0,[2- 0- 0- 0- 0- 0- 1- 0],1-1-0-0-0-0-0-1-0,8914126117.011833
2819,300303-0-0,[3- 0- 0- 3- 0- 3- 0- 0],2-1-0-0-1-0-1-0-0,8872078414.916527
2820,030000-0-3,[0- 3- 0- 0- 0- 0- 0- 3],2-0-1-0-0-0-0-0-3,8865216773.112944
2821,300000-0-1,[3- 0- 0- 0- 0- 0- 0- 1],2-1-0-0-0-0-0-0-1,8858287515.747692
2822,000003-0-1,[0- 0- 0- 0- 0- 3- 0- 1],2-0-0-0-0-0-1-0-1,8841528375.6385
2823,002200-1-0,[0- 0- 2- 2- 0- 0- 1- 0],1-0-0-1-1-0-0-1-0,8835599133.843426
2824,030300-1-0,[0- 3- 0- 3- 0- 0- 1- 0],2-0-1-0-1-0-0-1-0,8815372727.692793
2825,101000-0-3,[1- 0- 1- 0- 0- 0- 0- 3],0-1-0-1-0-0-0-0-3,8806800979.764814
2826,300000-0-3,[3- 0- 0- 0- 0- 0- 0- 3],2-1-0-0-0-0-0-0-3,8804135090.64172
2827,333330-0-0,[3- 3- 3- 3- 3- 0- 0- 0],2-1-1-1-1-1-0-0-0,8791371959.570274
2828,001001-1-0,[0- 0- 1- 0- 0- 1- 1- 0],0-0-0-1-0-0-1-1-0,8777674449.230003
2829,030300-0-1,[0- 3- 0- 3- 0- 0- 0- 1],2-0-1-0-1-0-0-0-1,8775849279.891214
2830,002000-0-3,[0- 0- 2- 0- 0- 0- 0- 3],1-0-0-1-0-0-0-0-3,8768892164.265898
2831,010100-1-0,[0- 1- 0- 1- 0- 0- 1- 0],0-0-1-0-1-0-0-1-0,8766164558.018064
2832,001100-1-0,[0- 0- 1- 1- 0- 0- 1- 0],0-0-0-1-1-0-0-1-0,8747626029.218636
2833,202000-0-3,[2- 0- 2- 0- 0- 0- 0- 3],1-1-0-1-0-0-0-0-3,8741080141.909119
2834,330000-0-0,[3- 3- 0- 0- 0- 0- 0- 0],2-1-1-0-0-0-0-0-0,8713355182.71394
2835,003330-1-0,[0- 0- 3- 3- 3- 0- 1- 0],2-0-0-1-1-1-0-1-0,8708104612.76318
2836,020000-1-0,[0- 2- 0- 0- 0- 0- 1- 0],1-0-1-0-0-0-0-1-0,8694869986.339338
2837,002020-0-1,[0- 0- 2- 0- 2- 0- 0- 1],1-0-0-1-0-1-0-0-1,8692427616.660961
2838,000101-1-0,[0- 0- 0- 1- 0- 1- 1- 0],0-0-0-0-1-0-1-1-0,8685075215.784447
2839,200020-0-1,[2- 0- 0- 0- 2- 0- 0- 1],1-1-0-0-0-1-0-0-1,8677015288.628384
2840,200222-0-0,[2- 0- 0- 2- 2- 2- 0- 0],1-1-0-0-1-1-1-0-0,8670788270.873035
2841,003330-0-1,[0- 0- 3- 3- 3- 0- 0- 1],2-0-0-1-1-1-0-0-1,8666669442.376415
2842,200000-0-1,[2- 0- 0- 0- 0- 0- 0- 1],1-1-0-0-0-0-0-0-1,8659531811.961714
2843,100100-1-0,[1- 0- 0- 1- 0- 0- 1- 0],0-1-0-0-1-0-0-1-0,8643205976.588203
2844,300330-0-1,[3- 0- 0- 3- 3- 0- 0- 1],2-1-0-0-1-1-0-0-1,8632406470.322323
2845,101000-1-0,[1- 0- 1- 0- 0- 0- 1- 0],0-1-0-1-0-0-0-1-0,8629489278.881432
2846,100100-0-1,[1- 0- 0- 1- 0- 0- 0- 1],0-1-0-0-1-0-0-0-1,8625991057.01666
2847,010010-1-0,[0- 1- 0- 0- 1- 0- 1- 0],0-0-1-0-0-1-0-1-0,8612121438.955763
2848,030330-1-0,[0- 3- 0- 3- 3- 0- 1- 0],2-0-1-0-1-1-0-1-0,8608737610.156643
2849,000011-1-0,[0- 0- 0- 0- 1- 1- 1- 0],0-0-0-0-0-1-1-1-0,8607395908.878792
2850,333030-0-0,[3- 3- 3- 0- 3- 0- 0- 0],2-1-1-1-0-1-0-0-0,8606351360.370434
2851,000001-0-1,[0- 0- 0- 0- 0- 1- 0- 1],0-0-0-0-0-0-1-0-1,8601871968.481747
2852,100010-1-0,[1- 0- 0- 0- 1- 0- 1- 0],0-1-0-0-0-1-0-1-0,8601360282.369148
2853,000300-0-2,[0- 0- 0- 3- 0- 0- 0- 2],2-0-0-0-1-0-0-0-2,8593868112.998463
2854,000110-0-1,[0- 0- 0- 1- 1- 0- 0- 1],0-0-0-0-1-1-0-0-1,8592406273.619825
2855,100010-0-1,[1- 0- 0- 0- 1- 0- 0- 1],0-1-0-0-0-1-0-0-1,8559678931.671048
2856,300033-0-0,[3- 0- 0- 0- 3- 3- 0- 0],2-1-0-0-0-1-1-0-0,8557468710.096871
2857,030303-0-0,[0- 3- 0- 3- 0- 3- 0- 0],2-0-1-0-1-0-1-0-0,8537320763.317624
2858,101000-0-1,[1- 0- 1- 0- 0- 0- 0- 1],0-1-0-1-0-0-0-0-1,8524967312.584821
2859,020202-0-0,[0- 2- 0- 2- 0- 2- 0- 0],1-0-1-0-1-0-1-0-0,8514007050.149259
2860,030000-1-0,[0- 3- 0- 0- 0- 0- 1- 0],2-0-1-0-0-0-0-1-0,8500646639.631832
2861,330300-0-0,[3- 3- 0- 3- 0- 0- 0- 0],2-1-1-0-1-0-0-0-0,8497507516.290143
2862,030000-0-1,[0- 3- 0- 0- 0- 0- 0- 1],2-0-1-0-0-0-0-0-1,8482086879.305198
2863,002020-1-0,[0- 0- 2- 0- 2- 0- 1- 0],1-0-0-1-0-1-0-1-0,8471875940.912318
2864,030030-1-0,[0- 3- 0- 0- 3- 0- 1- 0],2-0-1-0-0-1-0-1-0,8464373003.502423
2865,000300-0-3,[0- 0- 0- 3- 0- 0- 0- 3],2-0-0-0-1-0-0-0-3,8461117313.022953
2866,222020-0-0,[2- 2- 2- 0- 2- 0- 0- 0],1-1-1-1-0-1-0-0-0,8457137849.087747
2867,300030-0-1,[3- 0- 0- 0- 3- 0- 0- 1],2-1-0-0-0-1-0-0-1,8451840633.96864
2868,003000-0-3,[0- 0- 3- 0- 0- 0- 0- 3],2-0-0-1-0-0-0-0-3,8442071576.909542
2869,111001-0-0,[1- 1- 1- 0- 0- 1- 0- 0],0-1-1-1-0-0-1-0-0,8440485170.573651
2870,001010-1-0,[0- 0- 1- 0- 1- 0- 1- 0],0-0-0-1-0-1-0-1-0,8436427706.6608515
2871,030330-0-1,[0- 3- 0- 3- 3- 0- 0- 1],2-0-1-0-1-1-0-0-1,8405757706.616634
2872,100000-0-1,[1- 0- 0- 0- 0- 0- 0- 1],0-1-0-0-0-0-0-0-1,8374077997.244213
2873,100000-1-0,[1- 0- 0- 0- 0- 0- 1- 0],0-1-0-0-0-0-0-1-0,8361916541.548306
2874,003300-1-0,[0- 0- 3- 3- 0- 0- 1- 0],2-0-0-1-1-0-0-1-0,8359577035.445199
2875,300003-0-0,[3- 0- 0- 0- 0- 3- 0- 0],2-1-0-0-0-0-1-0-0,8350947828.96362
2876,003300-0-1,[0- 0- 3- 3- 0- 0- 0- 1],2-0-0-1-1-0-0-0-1,8306949312.7888155
2877,001000-0-1,[0- 0- 1- 0- 0- 0- 0- 1],0-0-0-1-0-0-0-0-1,8299697511.629543
2878,010000-1-0,[0- 1- 0- 0- 0- 0- 1- 0],0-0-1-0-0-0-0-1-0,8264314752.567471
2879,030033-0-0,[0- 3- 0- 0- 3- 3- 0- 0],2-0-1-0-0-1-1-0-0,8215385723.31384
2880,020022-0-0,[0- 2- 0- 0- 2- 2- 0- 0],1-0-1-0-0-1-1-0-0,8208091495.388608
2881,030030-0-1,[0- 3- 0- 0- 3- 0- 0- 1],2-0-1-0-0-1-0-0-1,8194622290.094065
2882,011101-0-0,[0- 1- 1- 1- 0- 1- 0- 0],0-0-1-1-1-0-1-0-0,8186289137.353467
2883,202002-0-0,[2- 0- 2- 0- 0- 2- 0- 0],1-1-0-1-0-0-1-0-0,8158667366.658549
2884,000010-0-1,[0- 0- 0- 0- 1- 0- 0- 1],0-0-0-0-0-1-0-0-1,8134770356.595577
2885,000220-0-1,[0- 0- 0- 2- 2- 0- 0- 1],1-0-0-0-1-1-0-0-1,8098880294.766416
2886,110111-0-0,[1- 1- 0- 1- 1- 1- 0- 0],0-1-1-0-1-1-1-0-0,8070496331.338693
2887,000100-0-1,[0- 0- 0- 1- 0- 0- 0- 1],0-0-0-0-1-0-0-0-1,8065424912.883923
2888,200202-0-0,[2- 0- 0- 2- 0- 2- 0- 0],1-1-0-0-1-0-1-0-0,8055135366.529674
2889,000110-1-0,[0- 0- 0- 1- 1- 0- 1- 0],0-0-0-0-1-1-0-1-0,8037466670.852288
2890,000001-1-0,[0- 0- 0- 0- 0- 1- 1- 0],0-0-0-0-0-0-1-1-0,8034369283.198712
2891,003030-1-0,[0- 0- 3- 0- 3- 0- 1- 0],2-0-0-1-0-1-0-1-0,8002184452.693154
2892,011011-0-0,[0- 1- 1- 0- 1- 1- 0- 0],0-0-1-1-0-1-1-0-0,7976463832.387631
2893,002000-0-1,[0- 0- 2- 0- 0- 0- 0- 1],1-0-0-1-0-0-0-0-1,7966347740.023526
2894,003303-0-0,[0- 0- 3- 3- 0- 3- 0- 0],2-0-0-1-1-0-1-0-0,7950248198.667535
2895,220200-0-0,[2- 2- 0- 2- 0- 0- 0- 0],1-1-1-0-1-0-0-0-0,7923329019.027112
2896,220000-0-0,[2- 2- 0- 0- 0- 0- 0- 0],1-1-1-0-0-0-0-0-0,7909420568.186078
2897,000220-1-0,[0- 0- 0- 2- 2- 0- 1- 0],1-0-0-0-1-1-0-1-0,7906097678.7648115
2898,002202-0-0,[0- 0- 2- 2- 0- 2- 0- 0],1-0-0-1-1-0-1-0-0,7896583421.23939
2899,003030-0-1,[0- 0- 3- 0- 3- 0- 0- 1],2-0-0-1-0-1-0-0-1,7871952857.369016
2900,101111-0-0,[1- 0- 1- 1- 1- 1- 0- 0],0-1-0-1-1-1-1-0-0,7823798352.339512
2901,000000-0-1,[0- 0- 0- 0- 0- 0- 0- 1],0-0-0-0-0-0-0-0-1,7779947635.552301
2902,001000-1-0,[0- 0- 1- 0- 0- 0- 1- 0],0-0-0-1-0-0-0-1-0,7777002538.227796
2903,002000-1-0,[0- 0- 2- 0- 0- 0- 1- 0],1-0-0-1-0-0-0-1-0,7763980822.87626
2904,030003-0-0,[0- 3- 0- 0- 0- 3- 0- 0],2-0-1-0-0-0-1-0-0,7741908393.564617
2905,200022-0-0,[2- 0- 0- 0- 2- 2- 0- 0],1-1-0-0-0-1-1-0-0,7739518112.912303
2906,110101-0-0,[1- 1- 0- 1- 0- 1- 0- 0],0-1-1-0-1-0-1-0-0,7699609679.39494
2907,111100-0-0,[1- 1- 1- 1- 0- 0- 0- 0],0-1-1-1-1-0-0-0-0,7626818286.043317
2908,110011-0-0,[1- 1- 0- 0- 1- 1- 0- 0],0-1-1-0-0-1-1-0-0,7607994177.9689
2909,111110-0-0,[1- 1- 1- 1- 1- 0- 0- 0],0-1-1-1-1-1-0-0-0,7600847655.4421625
2910,000100-1-0,[0- 0- 0- 1- 0- 0- 1- 0],0-0-0-0-1-0-0-1-0,7597687113.711637
2911,003000-1-0,[0- 0- 3- 0- 0- 0- 1- 0],2-0-0-1-0-0-0-1-0,7584310238.158902
2912,000200-0-1,[0- 0- 0- 2- 0- 0- 0- 1],1-0-0-0-1-0-0-0-1,7567227931.052579
2913,003033-0-0,[0- 0- 3- 0- 3- 3- 0- 0],2-0-0-1-0-1-1-0-0,7563881371.028863
2914,020002-0-0,[0- 2- 0- 0- 0- 2- 0- 0],1-0-1-0-0-0-1-0-0,7555791825.789243
2915,000020-0-1,[0- 0- 0- 0- 2- 0- 0- 1],1-0-0-0-0-1-0-0-1,7542366509.833722
2916,000010-1-0,[0- 0- 0- 0- 1- 0- 1- 0],0-0-0-0-0-1-0-1-0,7514603701.840192
2917,003000-0-1,[0- 0- 3- 0- 0- 0- 0- 1],2-0-0-1-0-0-0-0-1,7511645924.011333
2918,002022-0-0,[0- 0- 2- 0- 2- 2- 0- 0],1-0-0-1-0-1-1-0-0,7466637487.261638
2919,022200-0-0,[0- 2- 2- 2- 0- 0- 0- 0],1-0-1-1-1-0-0-0-0,7443990906.474011
2920,000200-1-0,[0- 0- 0- 2- 0- 0- 1- 0],1-0-0-0-1-0-0-1-0,7407609856.998483
